entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
GROUPE HOSPITALIER UNIVERSITAIRE PARIS - PSYCHIATRIE ET NEUROSCIENCES,Paris,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/200082105,api-entreprises:GE:santé / médico-social
GI SERVICES FRANCE (GI GROUP AUTOMOTIVE - ONEPI - GRAFTON - GI LIFE SCIENCES),Courbevoie,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nicola Dell'Edera. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/311305650,api-entreprises:GE:services aux entreprises
KIABI EUROPE (KIABI),Lezennes,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Hugues De Pommereau. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/344103270,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE ET DE PREVOYANCE DE MIDI PYRENEES,Toulouse,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Daniel Astruc. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/383354594,api-entreprises:GE:banque / assurance
PONTICELLI FRERES,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Corinne Cipiere. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/562036624,api-entreprises:GE:industrie manufacturière
INDIGO INFRA FRANCE,Puteaux,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sebastien Fraisse. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/304646078,api-entreprises:GE:transport / logistique
CONVIVIO-LTR,Chambray-Les-Tours,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cjp. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/442687679,api-entreprises:GE:hôtellerie / restauration
IMMOBILIER GESTION PRIVEE (SQUARE HABITAT),Strasbourg,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Pascal Maire. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/482738119,api-entreprises:GE:immobilier
CERBALLIANCE AQUITAINE,Le Haillan,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Charlotte François. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/323191106,api-entreprises:GE:santé / médico-social
SECTOR ALARM,Massy,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cedric Bernard-Laufer (Bernard). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/402490866,api-entreprises:GE:services aux entreprises
AS 24,Saint-Herblain,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Philippe Callejon. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/347538043,api-entreprises:GE:commerce / distribution
CAISSE REGIONALE DE CREDIT MUTUEL DE LOIRE- ATLANTIQUE ET DU CENTRE OUEST,Nantes,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Françoise Verger (Archambeau). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/870800299,api-entreprises:GE:banque / assurance
STRADAL,Cergy,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Laurent Delafond. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/301984563,api-entreprises:GE:industrie manufacturière
INTERPARKING FRANCE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Emmanuel Benoist. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/692051113,api-entreprises:GE:transport / logistique
FRANCE RESTAURATION RAPIDE (FRR),Saint-Germain-Du-Puy,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Spy Finance. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/330319260,api-entreprises:GE:hôtellerie / restauration
OFFICE PUBLIC DE L'HABITAT DU MORBIHAN (MORBIHAN HABITAT),Vannes,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Marc Boutruche. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/275600047,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Saint Martin D'Heres,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/183801562,api-entreprises:GE:santé / médico-social
GIE DES HOTELS SUPER ECONOMIQUES,Evry-Courcouronnes,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Xavier Perret. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/444698500,api-entreprises:GE:services aux entreprises
CALZEDONIA FRANCE,Paris 5,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Alessandro Ceretto. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/515099562,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE ET DE PREVOYANCE DE NORMANDIE,Bois-Guillaume,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Anne Tiennebrune (Bernard). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/384353413,api-entreprises:GE:banque / assurance
LA DETECTION ELECTRONIQUE FRANCAISE (DEF),Massy,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Philippe Lecuyer. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/712056266,api-entreprises:GE:industrie manufacturière
CIBLEX FRANCE,Ivry-Sur-Seine,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ivan Stempezynski. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/310996178,api-entreprises:GE:transport / logistique
GROUPE ELITE RESTAURATION,Joigny,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sophie Porte. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/331108753,api-entreprises:GE:hôtellerie / restauration
BPCE IMMO EXPLOITATION,Paris 13,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Laurent Benatar. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/352784227,api-entreprises:GE:immobilier
GROUPE SOS SENIORS,Metz,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775618150,api-entreprises:GE:santé / médico-social
PAGE PERSONNEL,Neuilly-Sur-Seine,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Isabelle Lebaupain (Bastide). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/399256890,api-entreprises:GE:services aux entreprises
SOUFFLET AGRICULTURE,Nogent-Sur-Seine,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Christophe Passelande. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/706980182,api-entreprises:GE:commerce / distribution
CRCAM NORD MIDI-PYRENEES,Albi,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-François Alquier. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/444953830,api-entreprises:GE:banque / assurance
PRODUITS DE REVETEMENT DU BATIMENT (P.R.B.),Les Achards,,,Grand compte (GE) — cible transformation digitale,industrie manufacturière,"Grand compte (GE) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Olivier Troussicot. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/303789127,api-entreprises:GE:industrie manufacturière
PRO ARCHIVES SYSTEMES (AGS RECORDS MANAGEMENT),La Chevroliere,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cedric Castro. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/338183726,api-entreprises:GE:transport / logistique
